score,text,klasifikasi
-1, tau rumah anak wfh kantor wfh jam,Negatif
0,enak ujan matiin lampu kamar rebah habis wfh,Netral
0,bos deh nak raya stop wfh suruh office harihari pagi petang,Netral
-1,ya allah wfh tangis ,Negatif
-1,yaelah dongok presiden wn mlakukan porsi mbayar pajak wfh paham ,Negatif
0, bayang wfh bayi haha engap,Netral
0,wfh kerja,Netral
-1,psbb kantor kerja wfh masuk jam psbb kantor seninjumat masuk wfh masuk jam pemerintah longgar psbb kantor mei seninjumat masuk wfh masuk jam produktif,Negatif
0,ginjal kerja normaaaal wfh bgst,Netral
0, kerja wfh,Netral
1,pesan pakai instant day biar cepat murah ambil kagak resepsionis hilang niat teman wfh besok wfo biar alas ngambil barang,Positif
1,anakanak ku asyik wfh lobinatas,Positif
0, absen pohon duren kelengkeng jambu belimbing markisa paya kelapa semenjak wfh pare bayem kangkung sawi tomat cabe timun,Netral
0, team brief kamustahan,Netral
0,wooseok guwe wfh,Netral
1, bikin wfh kerja kantor ,Positif
0,jaga kinerja bpsdm susun pedoman laksana wfh wfo sop,Netral
-3,pls orangorang privillege wfh mainmain rumah belanja baju lebaran online loh tonton bareng bukber online ngotot sakit kak rumah sakit sembuh sono awat anak kandung tinggal loh,Negatif
0, erti orang santai bikin surat survey data sekal tau orangorang wfh coba gek piye ,Netral
-1, cuman betah wfh rumah,Negatif
-1,kantor gua doang full wfh laku special baby kasih bijak minggu sekal kantor eh sekal ngantornya kantor bingung ,Negatif
0,pandemi artistik what are we doing during wfh sisa at some point kalangan manusia indonesia,Netral
0,wfh kak din ba,Netral
0,tlong bacot wfh enak,Netral
-1, cari akal kerja jam wfh,Negatif
0,sindi kasih tau yabuat info kawan karyawan umur wfh masuk kantor mantap,Netral
0,sakira kasih tau yabuat info kawan karyawan umur wfh masuk kantor,Netral
1,wfh momen tumbuh jenggot kumis,Positif
0,nabila kasih tau yabuat info kawan karyawan umur wfh masuk kantor ukay,Netral
0, main kasih layout meeting ngam ngam jam esokn tiada wfh,Netral
-2, apdet bentar ya kerlarin wfh ku ku baca in au ,Negatif
0, wfh semangatin ,Netral
-1,ira istilah take home test punah wfh ,Negatif
0,semangat marwfh penuh tantang,Netral
-4,hadeehhh koar lawan covid langgar atur pemerintah putus rantai sebar gerombol beli baju paksa mudik slma anakanak sekolah ajar drmah orangorang wfh faedah,Negatif
0,fahira kasih tau yabuat info kawan karyawan umur wfh masuk kantor uwow,Netral
0,lepas buka nak pickup kuih raya nasib esok wfh,Netral
0,belu cutie wfh,Netral
0,paula kasih tau yabuat info kawan karyawan umur wfh masuk kantor uhuyyy,Netral
1,sungguh produktif wfh arini,Positif
-1, normal kerja kantor ya wfh gel dikit rebah,Negatif
0,ajizah kasih tau yabuat info kawan karyawan umur wfh masuk kantor ayey,Netral
-3,wfh rumah gua cun indihome vvip mati,Negatif
0,alhamdulillah bayar lupa garagara wfh covid,Netral
-3,service jne trucking ya dm baca dongpada kerja wfh balas ,Negatif
0,wfh puasa pakai indihomebersinar ,Netral
1,nahhhh umi kasih tau yabuat info kawan karyawan umur wfh masuk kantor hore pesawat ,Positif
1,lo laper lo nimbun lo wfh lo buruh lo pasar lo nyuruh bantu kena lo support enak hidup,Positif
0, ubah wfh kak ,Netral
0,teman gina kasih tau yabuat info kawan karyawan umur wfh masuk kantor huray,Netral
-2,wkwwk belanja sepatu urgensi kecuali kerja ya soale usaha wfh sepatu main no comment ,Negatif
-1,sedih jamjam gin bantuin mama dapur nyiapin buka puasa wfh kerja kelar kelar tinggal off time sebenrnya musti overtime,Negatif
-1, kerja berat coba kayak hasil malasmalesan wfh dibales ,Negatif
0, kuliah offline lihat pns wfh odm kayak online ngumpulin kuliah atur,Netral
1, juta bayar uang kuliah efek wfh uang bayar kampus tau bayar uas sedih ,Positif
0,dahlia kasih tau yabuat info kawan karyawan umur wfh masuk kantor horey,Netral
-1,wfh donor darah ,Negatif
0,miftah kasih tau yabuat info kawan karyawan umur wfh masuk kantor ayey,Netral
-1,cek dm min firstmedia ganggu internet down ribet wfh tes online id langgan ganggu thx,Negatif
-2,asiq bahan baca wfh,Negatif
0,pening concall ngantuk tah ide masak buka puasa haha,Netral
-1,pandemi covid sebar kl serius sok anjuran pemerintah wfh jaga jarak masker cuci tang pakai handsanitizer ayosemua,Negatif
0,harini kerja pm pm still wfh call husband suara larat cakap masak hahahahahahaha duh tandus idea pandai pandai korean ramen kak kat dapur satgi,Netral
1, alhamdulillah mas sinkron ghaib ilmiah heheheh efek wfh,Positif
-6, wfh rumah orang tua ku bayar sekolah lengkap potong fas gedung dll ekonomi indonesia tuh genting nyata gelombang negara benarbenar deh covid ,Negatif
2,internetnya kacau balau sekal utama wfh kemarin puncak meeting online lapor maaf minggu error lapor cc,Positif
-1, semenjak wfh wirausaha ya,Negatif
1,tanda wfh besok,Positif
0, deh selesa wfh,Netral
0,haha wfh induction staff sok kena interact video call adoii tepu,Netral
1,mending negara jauhjauh wfh sayang,Positif
0, wfh ambil cuti masuk kayak prolong ajee sebel,Netral
0, pandemi divisi passport sepi simpul wfh lihat divisi tetangga hijau,Netral
0,wfh faedah,Netral
0,sobat bri sibuk wfh bikin masak buka puasa delivery yuk mcdelivery web apps bayar pakai debit bri diskon rp ribu lho info klik,Netral
-1,minggu kantor pakai piyama hasil stres wfh suruh ngantor tanggal,Negatif
1,bismillah moga warga negara indonesia kerja wfh rumah polri bantu tugas tenaga medis bantu pasien,Positif
0,jalanjalan sek wes mumpung wfh overnight besok hadeeehh,Netral
0, wfh,Netral
-3, wfh tuh pengin jogging sore gegara nganterim paket hepiiii ya allah pengin jalan biar senang,Negatif
0, wfh kondisi kayak mewah ,Netral
1,kondisi bisnis hadap tantang wfh usaha pribadi angkat dukung kerja kolaborasi fleksibilitas hubung ,Positif
0,kolaborasi kerja lancar wfh onedrive sharepoint teams orangorang libat project kerja proses kerja cepat khawatir aman data wfh,Netral
-1, rs fasilitas sehat libur wfh yahabis susah dibilangin ,Negatif
0, gegr wfh laptop gatel kayak buka hdeeehh tinggal bobo degdegan tepar wkkwkw,Netral
0,wfh sibuk,Netral
1,wfh jam kerja bebas arti butuh libur,Positif
-1,karyawan jalan wfh,Negatif
0, wfh kantor bilang libur tanggal mei tanggal juni gedung tutup gilir libur libur ,Netral
-1,wfh mati listrik battery laptop hati bentar absen anyeepppp,Negatif
1, erti karyawan loyalitas biar wfh jam kerja ckckck,Positif
0, nyala hrs wfh matilampu kerja pakai imajinasi,Netral
0, lihat video lepas almarhumah sok heartbreaking percaya virusmasih aktivitas rumah bilang kerja tunda lo doang wfh tabung gacukup gaya hidup lo ,Netral
0, iki nek posisine isih makaryo l wfh mesti akeh sing luput ,Netral
1, fitur lembaga didik monitor gawai wfh platform integrasi manajemen pantau ,Positif
-3,iya brou gua bingung bilang wfh kerja gua b lo bas,Negatif
-1,transfer uang bang wfh bikin gua miskin rumah ,Negatif
-2, wfh bas kayak orang gabut tuh,Negatif
1,company wide meeting presdirnya ngumumin long term scenario wfh walopun lockdown bilang tingkat produktivitas ningkat saving commuting fee tarik,Positif
0, wfh,Netral
-1, adek lawak tbtb masuk kamar ngeledekin wfh libur dengar bunyi kletuk bunyi permen gigit iring semerbak permen mint kejut lu makan permeeeeennn,Negatif
-3, ya loh susah wfh internet ya subuh oke oke jaringn jam pagi akses internet tolong urgent ,Negatif
-2, awalawal corona video berhrap tonton erti utama kaum milenials fungsi social distancing wfh psbb eh selang bbrapa minggu eh orang bodoh obtnya kumpul mcdonald sarinah tumpuk tumpang,Negatif
0,buset mei bolos rekor hahahaha kantor wfh,Netral
1,kurva covid turun skenario manusia hidup damping virus tahap buka fasilitas pararel tiada wfh suicide masal,Positif
-1,wfh nyapu resin kamar mindahin kasur rak baju tonton dramafilm series masak gua ,Negatif
1,belanja modal eksekusi agenda ekspansi tata bikin bangkit cepat cabang eksekusi operational expenditure kantong usaha timbang wfh,Positif
-2, mall pikir asa orang ya phk corona enak wfh gaji wfh gaji biar ego banding empati ,Negatif
-1, sruh wfh kntor ku sruh ngantoran kayak byasa rasai rumah kak sendy,Negatif
1,skenario new normal bumn rencana bisnis gerak cepat timbang wfh,Positif
0,wfh bikin miscom gila ,Netral
-1, wfh ceng grup habis nanganin urus salah artis kaya indonesia faedah,Negatif
0,cung wfh mandi sekal,Netral
1, maju wfh wahahaha,Positif
-1,halo kantor ut wfh kak langsung kontak upbjj jakarta kak ya by ,Negatif
-4,ohiyaa pikir wfh wkwkw iya salah marahmarah cwoku garagara pikir ya moga sadar kecewa ,Negatif
-2,awkwwk ya pikir gede netijen nyinyir kadang tau aktivitas seoul temenku masuk kerja wfh khilaf,Negatif
0, wfh jatohnya wfo day,Netral
0,podo sutris kesuwen kumpul bojo mergo wfh,Netral
1, gaya hidup new normal kembal ekonomi indonesia batas usia batas laku kerja rumah iya kantor wfh kerja lapang,Positif
1, kali online meeting via microsoft team jam ngantuk menit hebat wfh ngantuk,Positif
-2, kepleset kecengklak nne tukang urut wfh ayo waiting list ya,Negatif
-1,bosan wfh suntuk deh diubun joged gayzz bareng adek jena gmezzz,Negatif
-3, garagara sfhwfh iq orangorang turun kesek goblok gelintir orang kambing hitam cewek indonesia,Negatif
-4,asa rumah doang anteng deh tuh mikir wfh deh ngantor ketemu tuh vaksin,Negatif
-1,wfh ge kerjain kuatken bosan ges siga pingit,Negatif
2,alhamdulillah syukur gaji tolak wfh wfo sometime still makan pakai,Positif
-1,probably sedih wfh asik,Negatif
-2,andai rakyat indonesia nurut kayak sistem pmerintahnya rancu plin plan jdnya diam rumah ampw wfh dsb egois masyarakat indonesia gaabis pikir,Negatif
-1, sorry tidur kayak simulasi koma semenjak wfh puasa pegang hp sok bikin orang orang negative thinking pacarcrushnya sibuk ngabarin jam,Negatif
0, wfh kerja tidur goler sekal good job juu tah sanggup tah,Netral
0,wfh benarbenar bikin pusing hhhh,Netral
-3, tau orang masuk pemerintah ngandelin tenaga sehat masyarakat jaga mall rame cafe rame ya dipungkiri kerja wfh tolong peting rumah ,Negatif
-1, wfh jadwal minggu masuk kbtulan kantor atur pemerintah deh kerja normal ya normal huhuhu tau ,Negatif
0, garagara wfh dispatch gaji rusakin babang jepri aajdhdsjfjdj i hate ,Netral
0, info kawan karyawan umur wfh scenario,Netral
-3, wfh gua kantor buru gua oke gilir gua buru balesnya menit ,Negatif
0,wfh leyeh leyeh angan angan,Netral
-1, perusahaanperusahaan lumayan ajar wfh kerja rumah nyata efisien jenis kerja,Negatif
1, wfh sungguh nyapu ngepel nyuci jemur gosok masak wkwkwkk,Positif
-3, kali ya benernya gila orang wfh jaring bayar telat loh ,Negatif
1, magang wfh nder bijak kampus,Positif
-2, wfh malas tuh,Negatif
0,manfaat wfh body nicky minaj dew fansign lupa ngerap superbass anaconda,Netral
-2, orangorang kebun masakmasak ya wfh sa kerja melek mata malam,Negatif
-3,kelen wfh tuh tinggal kerja rumah aman pakai masker susah ,Negatif
-2, kerja wfh tl panas bingung kerjain tua,Negatif
-2,asa wfh numpuk kerja ya ngantor yalord,Negatif
0, tau wfh nyata ya papa sah heheu,Netral
0,definisi blur libur wfhcfh cerita kelas lebaran,Netral
0,sungguh wfh produktif resmi anak tiktok,Netral
0,wakakakk wfh lu lancar ,Netral
-1, wfh senang stres,Negatif
0,wfh kerja kantor medan perang,Netral
2, wfh hehe terima kasih teh terima kasih mbak fani,Positif
-1,abang wfh kirim hp pengganguran wfh ya ,Negatif
1, hasil lumayan situasi iniyang kepo sila dm,Positif
0,sibuk wfh tanam pohon wkw,Netral
-4,suka bingung orang bilang mending wfh mending gaji emgnya wfh gaji gaboleh ngeluh ya orang ,Negatif
2, hidup ya email jam deh hidup jatinegara indah tolong sfh wfh,Positif
0,h minggu wfh aaakkkkk pengin,Netral
0,pr wfh ,Netral
0,ajak kayak aniskesian wfh,Netral
-2, usaha wfh bos tau kerja beres kerja kerja rumah suka suka kantor sistem rolling shift operasional kirim barang laksana tagih jalan,Negatif
0,judul wfh mah rfh rebah from home kamar wudhu doang,Netral
-1,berharihari wfh panas terik gilir kantor hujan badai,Negatif
-2,hitung jalan gc wfh buka ,Negatif
0, beli pulsa aman rumah pakai aplikasi telusur reload transaksi aman nyaman transaksi non tunai ,Netral
0,wfh sehat jinjja beli ,Netral
0,bagus jdwal wfh bukber aman,Netral
-1, wfh produktif bukti tagih bengkak jari jemari aktif pindah barang keranjang,Negatif
-1, pc power pc basic sembang nak cepat pastu laptop kat rumah nak jumaat wfh pasni takleh nak design orang selamba jumaat tidur ,Negatif
0, cakap depa mentang bos depa takpe takpe pakai hotspot kredit medical insurans cuti wfh takpe takpe takpe,Netral
0,bos half day cuti n staff takpe raya busy prepare makan kampung sok jumaat no more wfh and kerja petang,Netral
-1,situasi indonesia toko pusat belanja tutup cafe makan tutup obrol chat orang lihat situasi sosmed bedabeda teman wfh opening ceremony cafe,Negatif
0, daya wfh masuk kantor ,Netral
0, dijadikn reason teruskn wfh sik kat tang duduk rumahmakin total hahahaa,Netral
0,meja kerja wfh kayak jam bocah sd pakai meja gel ,Netral
-2,kelar wfh cakep tuh glowing kayak lucas nct happy eid mubarak haefa lupa bahagiaaa,Negatif
-1, wfh bosan loh btw berangkat pagi pulang magrib jenuh ubah hibur,Negatif
-1, ngaps wfh ya,Negatif
-1,angka bunuh jepang turun wfh,Negatif
0, wfh,Netral
-3, mah wfh asa pebih pusing salah komunikasi,Negatif
0, wfh,Netral
0, muak wfh nung ,Netral
-1,ngantuk wfh tidur tidur susah bahagia,Negatif
1,hibur hati wfh sayang,Positif
-2,ajar main alter newbie efek wfh,Negatif
0,jadwal wfh kerja kelar pulang hehe,Netral
2, jam kerja wfh tonton ladder season renti senyum tawa kangen asli wooiii,Positif
0,kau wfh oven mixer blender pokok advance wq,Netral
1, pupu wfh club tutup butuh nerapin bersih itaewon heboh stop tanggal in bijak kayak ya turmilah,Positif
0,wfh deh kelar,Netral
-1, ujung ujung herd immunity mah sok sok an ramai tutup kantor suruh wfh larang mudik,Negatif
0, wfh takde nak cuti hello mesti cuti ,Netral
-2, ngeri paksa masuk reda sistem karyawan wfh gimmick memberitahu apaapa new normal kepala pakde upnormal,Negatif
-2,rapat jarak pagi moderator sila tanggap respon narasumber paksa tawa omong pakai mohon ijin ijin interupsi muak wfh kaya,Negatif
-1,wfh asa kuis online sks,Negatif
0, jajan wfh bantu dagang teman,Netral
-1,iyyaaa semangat mbak lupa masker cuci tang kerja wfh ,Negatif
-3, wfh mentok erti sisi syukur kerja rumah sisi kayak ya hadooooohhhhh,Negatif
-1,halo admin indihomeini internet los kian kali kemarin minggu los los geranganada maintenance kah kabel putus kahin kerja ,Negatif
-1, potong rambut buka pintu salon ruang tunggu duduk kerja suami wfh semangat ya ,Negatif
-1, dm dimention rabu dibales samsek minggu sore ujukujuk teknisi rumah trouble kabar kompensasi apaapa wfh hvvffttbanget,Negatif
-1,kayak deh normal bagus deh aktivitas wfh sepi enak review sapa tau nemu jalan ,Negatif
-1, wfh tonton reply benarbenar fokus tinggal komputer mata panteng ipad yampun,Negatif
-1, kenal dunia sosmed umur patuh atur anak muda sekolah rumahwfhdll dihimbau orang tua keluyurankecuali belanja sembako,Negatif
0,wfh dki jakarta indonesia,Netral
0,alhamdulillah beli kupat ya wfh eh wfh,Netral
-2,anakanak mah ajar rumah masuk ambil rapot doang guru tau gawai juni deh wfh arti juni deh masuk sekolah guru,Negatif
0,tutup mawon paktuman buka jual butuh pokok sajangamplah libur sekolahorangorang larang mudikenggak ibadah masjidwfh,Netral
3,energi transfer ubah bentuk wfh interaksi sosial mayoritas online energi transfer orang jaga energi salur positif,Positif
0, menghimbau terap value care orang wfh gampang disiplin jam kerja responsif hadap panggil laku donasi online,Netral
0,sabka wfh nahi hota laxman,Netral
0, wfh ,Netral
-3, stres stres line internet bfore mco ok je tetiba ssh nk line after deh settel prob deh wfh my team kerja which is pm senang nk deal orang available,Negatif
-3,ya faham company server international company but dieorg provide software incase kau kerja rumah orang kena pergi site audit kau still access pakai public connection sok tetiba kena wfh ,Negatif
-4,jujur tuju transformasi wfh tingkah cuti dikontek mati susah jam kerja ampun ngehubungin orang kerja jam jam malam jam siang podo nak tilpun,Negatif
-1,wfh kadang kampret tuh suka miscomm ,Negatif
0,work from home alias wfh seru ,Netral
0, wfh nab feelnya,Netral
-1,skill wajib milik wfh ,Negatif
-1,kirana lilin canda nama rintihanpuan kak dengar ya hehe kerja wfh kah,Negatif
0,wfh ang tagal,Netral
0, ban wfh kemarin,Netral
1,hujan deras siang wfh kali boci,Positif
0,hahaha tentiuu cikjaaa sokayy faham busy wfh kali ,Netral
0, kena kenenkan someone kaki selfie adoi kenan iols haha takat harini wfh schedule gilir kerja deh noey je ,Netral
-1,al je dowh henti stigma al wfh,Negatif
0, ah wfh je masuk clinic langsung ,Netral
0,ya maaf ngantor wfh ,Netral
-1, wfh stres wkwkkw,Negatif
-2, ya wfh site biar kereta,Negatif
0, wfh lebaran,Netral
1,dikon wfh ngantor pikir e heroik,Positif
0,rutinitas wfh a thread,Netral
0,lagu teman wfh fever from gta vice city,Netral
0,asli ci wfh berat suasana ,Netral
0,wfh benda,Netral
-1,monmaap nama rapat onlen wfh hape canggihcanggih laptop wfh alas tyda qerja ya wfhnya ,Negatif
-1,letak geografis rumah support wfh kaya deh,Negatif
-1, kuat begadangminum kopi wfh jerawat sakit lambung,Negatif
-2,sekolah libur wfh psbb bandel otw herd immune ngomel hadeee,Negatif
1, pakai wfh gung butuh bikin konten ,Positif
1,alhamdulillah puasa wak cemana wak tidur pagi bangun siang wfh rame kerja sore bude pasbar puasa rame wakakakaka,Positif
0, wfh ,Netral
0,tugas numpuk tuntas lebaran,Netral
-1,jhahahhaha trtido lambat malam pastu bangun deh antuk hahahha meeting tau meeting cancel wfh jee,Negatif
0,wfh tuku wajan timbangane tuku klambi,Netral
0, sabar pengin cepat tanggal mei biar kerja kantor wfh gua sumpek dalem kosan ,Netral
0, kayak zenius gratisin cuman garagara wfh doang,Netral
0, felin wfh sodara jakarta gimananya mudik ,Netral
1,religius jaksa agung st burhanuddin hobi aji,Positif
1,also i jual our latest product boom energy shot shot cantik of red bull percaya give a try confirm terawih rakaat setel malam online class zoom meeting wfh takdehal ,Positif
1,wfh lancar merangkap pawang anak sfh hehe anyway terima kasih,Positif
0, sibuk wfh sibuk ngasuh anak nemenin sfh ,Netral
0,eneg habis meeting tim dev aplikasi wkwkkkk bilang requirement penuh kekek anak pl tangis diomelin ganggu wfh oh wfh nano ,Netral
-6,mas joko salah pemerintah pemerintah usaha maksimal sekolah libur wfh psbb warga presiden salah presiden peduli rakyat mati swedia herd immune benci jokowi ya,Negatif
-1, wfh uniten kosong ,Negatif
0,bodoamat wfh jhaaa,Netral
0,saham bagus bank untung asing jual susah asing pindah uang saham teknologi untung wfh kayak youtube goog bandarmology ,Netral
1, berlaku wfh wfh kerja bikin lembur,Positif
0, mksudnya work arti kerja wfh,Netral
-4, tinggal depok margonda mati lampu jam nyala gardu rusak ya wfh rugi ,Negatif
0, doang ya wfh bobok cantik bentar wlpn stgh jam,Netral
0, wfh podowae,Netral
-1,atuh gilir tagih nongol bayar rugi entar wajib bayar boroboro netflix n chill wfh kudu beli paket data ,Negatif
0,wfh doang habis suruh berangkat kayak berangkat ,Netral
-2, benerin listrik tuh pah libur wfh bos kerja rumah,Negatif
-2,daerah depok mati wfh mati kerja,Negatif
-1, wfh deh rumah ,Negatif
0,lamalama tuker jobdesc deh wfh kerja bikin video ya design poster,Netral
0,sis wfh tueww,Netral
-2, kurir ngantr paket rumah asa masuk keranjang ckout nyata babe semuanyah hobby belanja online semnjak wfh babe kalah anak dese shopping mentang cod,Negatif
0, minggu wfh,Netral
-1,ya tapiii alesan suruh kampus saar wfh kayak menit menit kampus loh,Negatif
0,wfh beda nyata,Netral
0, kali wfh shiol,Netral
0, gaji tara normal masuk hurahura senoparty tara wfh masuk gofud onlenshopping tipistipis dana darurat not including investment portfolio tara,Netral
0, wfh apk error hiliiiih deh,Netral
-1,wfh ajar freelancer hihihi,Negatif
-2, ya orang sibuk wfh ,Negatif
0,ayo wfh kak,Netral
0, syukur nk wfh mesti bos whatsapp pasal kerja malam pastu sabtu ahad kacau oh noooooo,Netral
-1,kantor adek senin ngantor doi transportasi publik wfh ya bambang,Negatif
0,sogok kasih takjil biar wfh,Netral
0, minggu wfh yuk yuk,Netral
0,semenjak wfh matiin centang biru lol,Netral
0, wfh fokus wkwkw,Netral
0,oke min moga cepat fix ya wfh huff,Netral
-1, x gaji x gaji huft gaji kemarin full tanggung jalan ngaruh pandemic cicil bayar wfh dkit gojek bikin kantong beser,Negatif
-3, teriak ya orang orang cari uang wfh jamin ,Negatif
1, pegang saham bad masuk emas om wfh rok saham template ,Positif
-1,seram pilot wfh kecuali sistem kendali pesawat uav,Negatif
-1, don't rush challenge ramai wfh je je sok xde pilih paksa mangsa,Negatif
1,aktivitas positif smartphone puasa wfh,Positif
0,duh gusti atek wfh po o ngelu nyekel sistem,Netral
0,wfh bang,Netral
1, wfh hidup ,Positif
1, work from home wfh konsumsi tingkat harga listrik stabil alas,Positif
3,selamat sore selamat nikmat wfh ,Positif
0,semenjak wfh seru lihat mahasiswa bantai online aing untung kagak kampus ya aing lihat bego,Netral
-3, sedia air putih hindar sakit batu ginjal istirahat mata keep your limbs health good people,Negatif
-2,wfh laptop sita duduk laptop rusak mata ginjal loh,Negatif
0,deh mending ajuk wfh ,Netral
-1, otak atik kemarin masak ganggu nyata video ji gabut tenan garagara wfh,Negatif
-2, wfh sedepressing rumah pandemi kerja rumah tidur ,Negatif
-1,awokwowmowk orangorang dispatch gaisa wfh ya ,Negatif
0, dengar lagulagu an an kerja nyanyi sekencengkencengnya bodo fals kantor kayak biar orangorang langgar psbb biar,Netral
-1,tolong wfh kerja mati listrik cimareme jam nyala bayar listrik mahal ,Negatif
0,garut sepi orangorang wfh,Netral
1,ujan wfh nyalain lilin dengar discognya depeche mode dipijitin mah,Positif
0,ira jayusnya wfh nyata masuk anjay cakeup,Netral
0, suka mendem ngerepotin ya my family my friend tau nganggur diphk untung psbb self quarantine bilang wfh acara makan tidur semangat,Netral
0, meja kerja wfh ,Netral
0, nder artis indonesia wfh,Netral
0, wfh vin,Netral
-1,alang habis raya bos suruh wfh lepas cuti raya office kau raya pj ,Negatif
-3,bos thr bilang sadar omong otak mulut wfh ,Negatif
-5,yaampon cari gula susah muter indomaret alfamart kosan kali habis pabrik gula wfh ya,Negatif
-2,kasihan stay at home wfh capeeee mati bosan,Negatif
-3,orang wfh produktif malas masak malas s,Negatif
-1, a bahan wfh minggu bawa kantor haha haha ha jdnya foto scan pulang,Negatif
-1,wfh nyata diam rumah usaha kerja pandemi usaha waras,Negatif
1,byu andal wfh nyata,Positif
-3, biznet kemarin mati deh tekor kali ya orang wfh bagus ,Negatif
0,asupan gizi wfh semangat mantap kerja beraktifitas inbox all star,Netral
-1, diare wfh bolak kamar mandi gampang lemes perkara anak kubur ,Negatif
1,hai nurr wfh bikin cilok ,Positif
0,teman kantor deh tau suka panic attack wfh bingung nenanginnya bawel ngechat langsung kasih teks dont panic langsung tenang,Netral
-1,gawai kanwil djkn kaltimtara bincang transformasi tim rbtk pusat bahas activitybased workplace abw paradigma ruang kerja dukung implementasi fws flexible working space tips atur area kerja rumah produktif wfh,Negatif
0, beli skripsi ya nder ngerjain biaya capek pikir doang butuh bimbing dm mmpg wfh,Netral
2,minat baca tumbuh semenjak wfh untung buku kebel terimakasi dokter berkat buku wfh ku manpaatnya dikit,Positif
-1,kayak wfh pakai kibor mekanik kerja rumah,Negatif
0,pns wfh duluan sebelom ngetren,Netral
0, wfh efektif ,Netral
-3,kmrn full wfh ngeluh bosan kasih masuk x minggu ngeluh capek tuh suka rebah kemarin rasai bosan mah citra hahahahaaa,Negatif
0,mas mahirap wfh walang oras,Netral
0,tgh training pedms on adik tgh rehearsal khatam alquran program kelas abah tgh kayak duk blender kuat giler adoi ganggu harini wfh hahaha tgh training bos tibatiba hilang radar anak tutup unifi hahahahahhaa wfh,Netral
0,bhaacot wfh tidoor,Netral
0, kak wfh ,Netral
0, wfh besok kangen kasur ,Netral
0,wfh ku puyunghai,Netral
0,teman wfh buku ribu thanks tempo group,Netral
-1,asa wfh deh kgen suasana kantor,Negatif
0,wfh ,Netral
0,wfh melody,Netral
0,f l a t l a ya my fave multifix matte blusher hii temanteman rahasia lihat cantik fresh wfh multifix matte blusher simple praktis bawa ,Netral
0,kupikir wfo day langsung wfh gel rebah ,Netral
0, ngantuk wfh,Netral
0,upgrade internet meetingwfh sosmed beli kuota bokep lancar,Netral
1,hai nur wfh bikin cendol ,Positif
0, wfh bang,Netral
1, cek email kaget kirim wfh nasib myday kit ,Positif
-4,bentar wfh psbb jalan raya ganjil genap berlaku kah gojek angkut tumpang kah krl tj umpel umpelan kah mikir kendara pribadi numpuk ya,Negatif
-4, corona sistem wfh yaampun sumpa gaenak ya wfh kerja alakadar bykan rebah berat yaallah bosan benarbenar resign ya,Negatif
0, cuti suami nemenin istri tau indonesia bijak usaha usaha cuti ya pinter ambil cuti wfh ,Netral
-2,haha wfh tuh tau shubuh suruh kantor upload nilai tunggu pagi nyata siang kabar templatenya haha sue mending bobo rumah,Negatif
-1,semenjak wfh main kak,Negatif
-2,bawa nilai nilai wfh kantor,Negatif
-2,asa ya wfh ,Negatif
0, lapor uang menganalisa bisnis buka link ya guys free trial ,Netral
0,dapur cokelat promo wfh treats cek diskon ,Netral
1, ndk hujan huhu wfh ta be,Positif
0,pemerintah indonesia memberlakukan atur masyarakat terap work from home wfh rupa batas sosial skala psbb,Netral
1,wfh cepat huhu,Positif
-1,butuh info ragam latih digital isi wfh saksi konferensi pers online siang pkl wib menkominfo live ,Negatif
0,konferensi pers jaga produktivitas wfh kominfo sedia ragam latih bidang digital,Netral
0,asa sia usaha orang wfh tenaga sehat teman jawat pakai hazmat super sumuk raga ,Netral
-1,lamalama wfh bikin otak buntu koneksi internet naikturun lokasi kerja nyaman,Negatif
0,rindu kerusi kat office wfh backpain teruk kena pergi jumpa chiropractor ,Netral
-1,okee drama itaewon trending hmm wfh isi trendnya drakor ,Negatif
-2, pikir berita bikin bingung aneh mending main ludo teman seperguruan deh gas ketemu,Negatif
0, i tanggal maret terap work from home wfh kantor pusat jakarta masuk kantor cabang bandara anak usaha khusus gawai administratif,Netral
1, dukung giat wfh digital remote working optimal office collaboration platform upaya tingkat kinerja produktivitas,Positif
0, ambil laptop kantor wfh minggu hahahaha,Netral
-5, benarbenar diam rumah kmn mrk egois ngemall mudik nongki gara wfh hewan zoo rancam punah masuk makan hr sekal iya mikir coba gila ya lelah lamalama,Negatif
-1,mas broenggak negara adakan konser alas amalcuma indonesia bukanny prihatin kerja suruh wfhada phkthr bayar separuhada usahany tutup alas psbb,Negatif
0,buset wfh meeting online mantap nian siang durasi jam,Netral
0,dampak wfh ,Netral
0, wfh kerja kelar kelar,Netral
-1, kantor wfh minggu full nyaman pinginan mall sekal pengin gramedia stock buku habis beli online tuh beda vibes lihatlihat langsung,Negatif
-2,wfh ends tm tower kuala lumpur wp kuala lumpur,Negatif
0, wfh parfum awet,Netral
-1, peka dikit wfh ya,Negatif
-1, ya wfh aneh aneh ,Negatif
1,currently put koyo badan nyata leseh wfh bikin sakit badan,Positif
-3,bodoamat gua gua sehatsehat rumah rezeki atur ikhtiar usaha rumahwfh takut besok makan jamin allah swt,Negatif
0, suka temanteman karantinawfh skillnya senang lihat konten sosmed temanteman isi masak nanem tulis tutor mekap dll keren,Netral
-2,no langgan bukit cimanggu bogor internettv mati ya jam tengahtengah wfh ganggu ,Negatif
0,kuproy wfh ,Netral
-1,mudik mah jalan mah padeeettt pisaaannn wfh teh,Negatif
